nm,catégorie,nf,epicene,proper_noun,m_suffix,f_suffix
teuton,Nm,teutonne,0,0,True,True
textualiste,Nm,textualiste,1,0,True,True
Teyjatois,Nm,Teyjatoise,0,1,True,True
Teyranien,Nm,Teyranienne,0,1,True,True
Teyrannais,Nm,Teyrannaise,0,1,True,True
Teyssièrois,Nm,Teyssièroise,0,1,True,True
Teyssiolais,Nm,Teyssiolaise,0,1,True,True
Teyssodais,Nm,Teyssodaise,0,1,True,True
Thaïlandais,Nm,Thaïlandaise,0,1,True,True
thaïlandais,Nm,thaïlandaise,0,0,True,True
Thaimois,Nm,Thaimoise,0,1,True,True
Thairésien,Nm,Thairésienne,0,1,True,True
Thalien,Nm,Thalienne,0,1,True,True
Thalmérien,Nm,Thalmérienne,0,1,True,True
Thalois,Nm,Thaloise,0,1,True,True
thanatonaute,Nm,thanatonaute,1,0,True,True
thanatopracteur,Nm,thanatopractrice;thanatopracteuse,0,0,True,True
Thanélogien,Nm,Thanélogienne,0,1,True,True
Thannois,Nm,Thannoise,0,1,True,True
Thaonnais,Nm,Thaonnaise,0,1,True,True
Tharausien,Nm,Tharausienne,0,1,True,True
thaumaturge,Nm,thaumaturge,1,0,True,True
théâtreux,Nm,théâtreuse,0,0,False,True
thébain,Nm,thébaine,0,0,True,True
Thèclois,Nm,Thècloise,0,1,True,True
Thédingeois,Nm,Thédingeoise,0,1,True,True
Thédiracois,Nm,Thédiracoise,0,1,True,True
Thégratois,Nm,Thégratoise,0,1,True,True
Thégulénien,Nm,Thégulénienne,0,1,True,True
Théhillacois,Nm,Théhillacoise,0,1,True,True
théiculteur,Nm,théicultrice,0,0,True,True
théier,Nm,théière,0,0,True,True
Theillais,Nm,Theillaise,0,1,True,True
Theillois,Nm,Theilloise,0,1,True,True
théiste,Nm,théiste,1,0,True,True
Theixois,Nm,Theixoise,0,1,True,True
Thélignois,Nm,Thélignoise,0,1,True,True
Thélinand,Nm,Thélinande,0,1,True,True
Thelois,Nm,Theloise,0,1,True,True
Thelonnais,Nm,Thelonnaise,0,1,True,True
Thélossien,Nm,Thélossienne,0,1,True,True
Thélusien,Nm,Thélusienne,0,1,True,True
thématicien,Nm,thématicienne,0,0,True,True
Théméricourtois,Nm,Théméricourtoise,0,1,True,True
Théminésien,Nm,Théminésienne,0,1,True,True
Théminettois,Nm,Théminettoise,0,1,True,True
Thénacais,Nm,Thénacaise,0,1,True,True
Thenaisien,Nm,Thenaisienne,0,1,True,True
Thénardier,Nm,Thénardier,1,1,True,False
Thenaysien,Nm,Thenaysienne,0,1,True,True
Thenellois,Nm,Thenelloise,0,1,True,True
Thénésolain,Nm,Thénésolaine,0,1,True,True
Theneuillais,Nm,Theneuillaise,0,1,True,True
Théneuillois,Nm,Théneuilloise,0,1,True,True
Thennesien,Nm,Thennesienne,0,1,True,True
Thenonnais,Nm,Thenonnaise,0,1,True,True
Thénorguais,Nm,Thénorguaise,0,1,True,True
Théobaldien,Nm,Théobaldienne,0,1,True,True
Théocitadin,Nm,Théocitadine,0,1,True,True
Théodoricien,Nm,Théodoricienne,0,1,True,True
Théodoritois,Nm,Théodoritoise,0,1,True,True
Théodosien,Nm,Théodosienne,0,1,True,True
Théodulien,Nm,Théodulienne,0,1,True,True
théologien,Nm,théologienne,0,0,True,True
Théopolitain,Nm,Théopolitaine,0,1,True,True
théorbiste,Nm,théorbiste,1,0,True,True
théoricien,Nm,théoricienne,0,0,True,True
théréministe,Nm,théréministe,1,0,True,True
théreuticographe,Nm,théreuticographe,1,0,True,True
thermaliste,Nm,thermaliste,1,0,True,True
thermicien,Nm,thermicienne,0,0,True,True
thermidorien,Nm,thermidorienne,0,0,True,True
thermodynamicien,Nm,thermodynamicienne,0,0,True,True
thermorégulateur,Nm,thermorégulatrice,0,0,True,True
thermorésistant,Nm,thermorésistante,0,0,True,True
Thérondélien,Nm,Thérondélienne,0,1,True,True
Thérouannais,Nm,Thérouannaise,0,1,True,True
Thérouldebourgeois,Nm,Thérouldebourgeoise,0,1,True,True
Thérouldevillais,Nm,Thérouldevillaise,0,1,True,True
thésard,Nm,thésarde,0,0,True,True
thésaurisateur,Nm,thésaurisatrice,0,0,True,True
thésauriseur,Nm,thésauriseuse,0,0,True,True
Thessalien,Nm,Thessalienne,0,1,True,True
thessalien,Nm,thessalienne,0,0,True,True
thessalonicien,Nm,thessalonicienne,0,0,True,True
Theutois,Nm,Theutoise,0,1,True,True
Theuvillais,Nm,Theuvillaise,0,1,True,True
Theuvillois,Nm,Theuvilloise,0,1,True,True
Thézacais,Nm,Thézacaise,0,1,True,True
Thézanais,Nm,Thézanaise,0,1,True,True
Théziérois,Nm,Théziéroise,0,1,True,True
Thézois,Nm,Thézoise,0,1,True,True
Thézy-Glimontois,Nm,Thézy-Glimontoise,0,1,True,True
Thiachon,Nm,Thiachonne,0,1,True,True
Thiaisien,Nm,Thiaisienne,0,1,True,True
Thiancourtois,Nm,Thiancourtoise,0,1,True,True
Thiangeois,Nm,Thiangeoise,0,1,True,True
Thiantais,Nm,Thiantaise,0,1,True,True
Thiaucourtois,Nm,Thiaucourtoise,0,1,True,True
Thiaumontois,Nm,Thiaumontoise,0,1,True,True
Thiavillois,Nm,Thiavilloise,0,1,True,True
Thibérien,Nm,Thibérienne,0,1,True,True
Thibervillais,Nm,Thibervillaise,0,1,True,True
Thibivillois,Nm,Thibivilloise,0,1,True,True
Thicourtois,Nm,Thicourtoise,0,1,True,True
Thiébauménilois,Nm,Thiébauméniloise,0,1,True,True
Thiéblemontois,Nm,Thiéblemontoise,0,1,True,True
Thiéffranois,Nm,Thiéffranoise,0,1,True,True
Thiéffrinois,Nm,Thiéffrinoise,0,1,True,True
Thiélois,Nm,Thiéloise,0,1,True,True
Thiembronnois,Nm,Thiembronnoise,0,1,True,True
Thienanais,Nm,Thienanaise,0,1,True,True
Thiennois,Nm,Thiennoise,0,1,True,True
Thiergevillais,Nm,Thiergevillaise,0,1,True,True
Thiernois,Nm,Thiernoise,0,1,True,True
Thiérois,Nm,Thiéroise,0,1,True,True
Thierrypontain,Nm,Thierrypontaine,0,1,True,True
Thiervillais,Nm,Thiervillaise,0,1,True,True
Thiervillois,Nm,Thiervilloise,0,1,True,True
Thiétrevillais,Nm,Thiétrevillaise,0,1,True,True
Thieulinois,Nm,Thieulinoise,0,1,True,True
Thieuloissien,Nm,Thieuloissienne,0,1,True,True
Thiévrois,Nm,Thiévroise,0,1,True,True
Thiézacois,Nm,Thiézacoise,0,1,True,True
Thignonvillois,Nm,Thignonvilloise,0,1,True,True
Thilaysien,Nm,Thilaysienne,0,1,True,True
Thillais,Nm,Thillaise,0,1,True,True
Thillaysien,Nm,Thillaysienne,0,1,True,True
Thillétois,Nm,Thillétoise,0,1,True,True
Thilleulois,Nm,Thilleuloise,0,1,True,True
Thillois,Nm,Thilloise,0,1,True,True
Thilloisien,Nm,Thilloisienne,0,1,True,True
Thillotin,Nm,Thillotine,0,1,True,True
Thilois,Nm,Thiloise,0,1,True,True
Thilouzain,Nm,Thilouzaine,0,1,True,True
Thilsois,Nm,Thilsoise,0,1,True,True
Thimerois,Nm,Thimeroise,0,1,True,True
Thimistérien-Clermontois,Nm,Thimistérien-Clermontoise,0,1,True,True
Thimorien,Nm,Thimorienne,0,1,True,True
Thimougien,Nm,Thimougienne,0,1,True,True
Thinois,Nm,Thinoise,0,1,True,True
Thionnois,Nm,Thionnoise,0,1,True,True
Thiouvillais,Nm,Thiouvillaise,0,1,True,True
Thiraucurtien,Nm,Thiraucurtienne,0,1,True,True
Thironnais,Nm,Thironnaise,0,1,True,True
Thisien,Nm,Thisienne,0,1,True,True
Thivarien,Nm,Thivarienne,0,1,True,True
Thivencellois,Nm,Thivencelloise,0,1,True,True
Thivernien,Nm,Thivernienne,0,1,True,True
Thivervalais,Nm,Thivervalaise,0,1,True,True
Thivétain,Nm,Thivétaine,0,1,True,True
Thivillois,Nm,Thivilloise,0,1,True,True
Thoardais,Nm,Thoardaise,0,1,True,True
Thodurois,Nm,Thoduroise,0,1,True,True
Thoirassien,Nm,Thoirassienne,0,1,True,True
Thoiretien,Nm,Thoiretienne,0,1,True,True
Thoirysien,Nm,Thoirysienne,0,1,True,True
Thollongand,Nm,Thollongande,0,1,True,True
Tholomien,Nm,Tholomienne,0,1,True,True
Tholonétien,Nm,Tholonétienne,0,1,True,True
Tholusien,Nm,Tholusienne,0,1,True,True
Thomasien,Nm,Thomasienne,0,1,True,True
Thomerois,Nm,Thomeroise,0,1,True,True
Thomeryon,Nm,Thomeryonne,0,1,True,True
thomiste,Nm,thomiste,1,0,True,True
Thon-Samsonais,Nm,Thon-Samsonaise,0,1,True,True
Thonacois,Nm,Thonacoise,0,1,True,True
Thonain,Nm,Thonaine,0,1,True,True
Thônais,Nm,Thônaise,0,1,True,True
Thonnançais,Nm,Thonnançaise,0,1,True,True
Thononais,Nm,Thononaise,0,1,True,True
Thoraillais,Nm,Thoraillaise,0,1,True,True
Thoraisien,Nm,Thoraisienne,0,1,True,True
Thoramien,Nm,Thoramienne,0,1,True,True
Thoranais,Nm,Thoranaise,0,1,True,True
Thoréfolhien,Nm,Thoréfolhienne,0,1,True,True
Thorembaisien,Nm,Thorembaisienne,0,1,True,True
Thorennais,Nm,Thorennaise,0,1,True,True
Thoricourtois,Nm,Thoricourtoise,0,1,True,True
Thorignais,Nm,Thorignaise,0,1,True,True
Thorignanais,Nm,Thorignanaise,0,1,True,True
Thorignien,Nm,Thorignienne,0,1,True,True
Thorois,Nm,Thoroise,0,1,True,True
Thorrençois,Nm,Thorrençoise,0,1,True,True
Thorsais,Nm,Thorsaise,0,1,True,True
Thorysien,Nm,Thorysienne,0,1,True,True
Thouarais,Nm,Thouaraise,0,1,True,True
Thouarquais,Nm,Thouarquaise,0,1,True,True
Thouarsais,Nm,Thouarsaise,0,1,True,True
Thouarsaisien,Nm,Thouarsaisienne,0,1,True,True
Thoubervillais,Nm,Thoubervillaise,0,1,True,True
Thoult-Tronaisien,Nm,Thoult-Tronaisienne,0,1,True,True
Thoureillais,Nm,Thoureillaise,0,1,True,True
Thourisien,Nm,Thourisienne,0,1,True,True
Thourottois,Nm,Thourottoise,0,1,True,True
Thouryssois,Nm,Thouryssoise,0,1,True,True
Thudinien,Nm,Thudinienne,0,1,True,True
Thuésien,Nm,Thuésienne,0,1,True,True
Thuilein,Nm,Thuileine,0,1,True,True
Thuillard,Nm,Thuillarde,0,1,True,True
Thuilois,Nm,Thuiloise,0,1,True,True
Thuirinois,Nm,Thuirinoise,0,1,True,True
Thuit-Angevin,Nm,Thuit-Angevine,0,1,True,True
Thuit-Signolais,Nm,Thuit-Signolaise,0,1,True,True
Thuit-Simérien,Nm,Thuit-Simérienne,0,1,True,True
Thulinois,Nm,Thulinoise,0,1,True,True
Thulisien,Nm,Thulisienne,0,1,True,True
Thumaidien,Nm,Thumaidienne,0,1,True,True
Thumerévillois,Nm,Thumerévilloise,0,1,True,True
Thumerisien,Nm,Thumerisienne,0,1,True,True
Thun-Épiscopien,Nm,Thun-Épiscopienne,0,1,True,True
Thunois,Nm,Thunoise,0,1,True,True
Thurageois,Nm,Thurageoise,0,1,True,True
Thurétois,Nm,Thurétoise,0,1,True,True
Thurialais,Nm,Thurialaise,0,1,True,True
Thuriennois,Nm,Thuriennoise,0,1,True,True
Thurignacien,Nm,Thurignacienne,0,1,True,True
thuringien,Nm,thuringienne,0,0,True,True
Thurinois,Nm,Thurinoise,0,1,True,True
Thurycois,Nm,Thurycoise,0,1,True,True
Thurysien,Nm,Thurysienne,0,1,True,True
Thusien,Nm,Thusienne,0,1,True,True
Thylon,Nm,Thylonne,0,1,True,True
Thynois,Nm,Thynoise,0,1,True,True
Thyriobalduinien,Nm,Thyriobalduinienne,0,1,True,True
Thyrocastellopolitain,Nm,Thyrocastellopolitaine,0,1,True,True
tibétain,Nm,tibétaine,0,0,True,True
tibétisant,Nm,tibétisante,0,0,True,True
Tieffenbachois,Nm,Tieffenbachoise,0,1,True,True
Tiercelin,Nm,Tierceline,0,1,True,True
tiercelin,Nm,tierceline,0,0,True,True
Tiercentois,Nm,Tiercentoise,0,1,True,True
Tiercevillais,Nm,Tiercevillaise,0,1,True,True
tiers-mondiste,Nm,tiers-mondiste,1,0,True,True
tiersmondiste,Nm,tiersmondiste,1,0,True,True
Tieulois,Nm,Tieuloise,0,1,True,True
Tigerien,Nm,Tigerienne,0,1,True,True
tigiste,Nm,tigiste,1,0,True,True
Tiglétin,Nm,Tiglétine,0,1,True,True
Tignacois,Nm,Tignacoise,0,1,True,True
tigre,Nm,tigresse,0,0,False,True
Tigycien,Nm,Tigycienne,0,1,True,True
Tilffois,Nm,Tilffoise,0,1,True,True
Tilhois,Nm,Tilhoise,0,1,True,True
Tilhousais,Nm,Tilhousaise,0,1,True,True
Tillacois,Nm,Tillacoise,0,1,True,True
Tilleul-Othonnais,Nm,Tilleul-Othonnaise,0,1,True,True
Tilleulais,Nm,Tilleulaise,0,1,True,True
Tilleulois,Nm,Tilleuloise,0,1,True,True
tilleur,Nm,tilleuse,0,0,True,True
Tilliacien,Nm,Tilliacienne,0,1,True,True
Tillien,Nm,Tillienne,0,1,True,True
Tillièrois,Nm,Tillièroise,0,1,True,True
Tilliérois,Nm,Tilliéroise,0,1,True,True
Tillois,Nm,Tilloise,0,1,True,True
Tillolais,Nm,Tillolaise,0,1,True,True
Tillotin,Nm,Tillotine,0,1,True,True
Tilloysien,Nm,Tilloysienne,0,1,True,True
Tillycien,Nm,Tillycienne,0,1,True,True
Tilquois,Nm,Tilquoise,0,1,True,True
timbreur,Nm,timbreuse,0,0,True,True
timonier,Nm,timonière,0,0,True,True
Timorais,Nm,Timoraise,0,1,True,True
timorais,Nm,timoraise,0,0,True,True
Tincquois,Nm,Tincquoise,0,1,True,True
Tinlotois,Nm,Tinlotoise,0,1,True,True
Tinolentais,Nm,Tinolentaise,0,1,True,True
Tintangeois,Nm,Tintangeoise,0,1,True,True
Tinténiacais,Nm,Tinténiacaise,0,1,True,True
Tintignolais,Nm,Tintignolaise,0,1,True,True
Tintrysien,Nm,Tintrysienne,0,1,True,True
tiqueur,Nm,tiqueuse,0,0,True,True
Tirangeois,Nm,Tirangeoise,0,1,True,True
Tirentain,Nm,Tirentaine,0,1,True,True
tireur,Nm,tireuse,0,0,True,True
Tirlemontois,Nm,Tirlemontoise,0,1,True,True
tisanier,Nm,tisanière,0,0,True,True
tisonneur,Nm,tisonneuse,0,0,True,True
tisserand,Nm,tisserande,0,0,True,True
tisseur,Nm,tisseuse,0,0,True,True
titilleur,Nm,titilleuse,0,0,True,True
titiste,Nm,titiste,1,0,True,True
titreur,Nm,titreuse,0,0,True,True
Titrois,Nm,Titroise,0,1,True,True
titulaire,Nm,titulaire,1,0,True,True
Tivernonais,Nm,Tivernonaise,0,1,True,True
Tiviernois,Nm,Tiviernoise,0,1,True,True
Tizacais,Nm,Tizacaise,0,1,True,True
Tocanais,Nm,Tocanaise,0,1,True,True
tocard,Nm,tocarde,0,0,True,True
Tocquevillais,Nm,Tocquevillaise,0,1,True,True
tocson,Nm,tocsonne,0,0,True,True
Toernichois,Nm,Toernichoise,0,1,True,True
Togeard,Nm,Togearde,0,1,True,True
Togolais,Nm,Togolaise,0,1,True,True
togolais,Nm,togolaise,0,0,True,True
Tohognais,Nm,Tohognaise,0,1,True,True
toiletteur,Nm,toiletteuse,0,0,True,True
toilier,Nm,toilière,0,0,True,True
toiliste,Nm,toiliste,1,0,True,True
Tokharien,Nm,Tokharienne,0,1,True,True
tokharien,Nm,tokharienne,0,0,True,True
tôlard,Nm,tôlarde,0,0,True,True
tolekiste,Nm,tolekiste,1,0,True,True
tolékiste,Nm,tolékiste,1,0,True,True
tôlier,Nm,tôlière,0,0,True,True
Tollais,Nm,Tollaise,0,1,True,True
Tollentois,Nm,Tollentoise,0,1,True,True
Tollevastais,Nm,Tollevastaise,0,1,True,True
Tolvérien,Nm,Tolvérienne,0,1,True,True
Tombebœuvois,Nm,Tombebœuvoise,0,1,True,True
tombeur,Nm,tombeuse,0,0,True,True
Tombier,Nm,Tombière,0,1,True,True
Tomblainois,Nm,Tomblainoise,0,1,True,True
Tominais,Nm,Tominaise,0,1,True,True
tondeur,Nm,tondeuse,0,0,True,True
Tongien,Nm,Tongienne,0,1,True,True
Tongrinnois,Nm,Tongrinnoise,0,1,True,True
Tongrois,Nm,Tongroise,0,1,True,True
Tonilien,Nm,Tonilienne,0,1,True,True
tonkinois,Nm,tonkinoise,0,0,True,True
Tonnacois,Nm,Tonnacoise,0,1,True,True
Tonnacquois,Nm,Tonnacquoise,0,1,True,True
Tonneinquais,Nm,Tonneinquaise,0,1,True,True
tonnelier,Nm,tonnelière,0,0,True,True
Tonnerrois,Nm,Tonnerroise,0,1,True,True
Tonnevillais,Nm,Tonnevillaise,0,1,True,True
Tonquédois,Nm,Tonquédoise,0,1,True,True
Tontelangeois,Nm,Tontelangeoise,0,1,True,True
tontinier,Nm,tontinière;tontinier,0,0,True,False
topiaire,Nm,topiaire,1,0,True,True
topographe,Nm,topographe,1,0,True,True
toponymiste,Nm,toponymiste,1,0,True,True
Torceron,Nm,Torceronne,0,1,True,True
Torchefelonais,Nm,Torchefelonaise,0,1,True,True
torcheur,Nm,torcheuse,0,0,True,True
tordeur,Nm,tordeuse,0,0,True,True
Tordouetdictin,Nm,Tordouetdictine,0,1,True,True
toreuticien,Nm,toreuticienne,0,0,True,True
Torfolien,Nm,Torfolienne,0,1,True,True
Torfousien,Nm,Torfousienne,0,1,True,True
Torgnolais,Nm,Torgnolaise,0,1,True,True
Torignais,Nm,Torignaise,0,1,True,True
Tornacien,Nm,Tornacienne,0,1,True,True
Tornagais,Nm,Tornagaise,0,1,True,True
Torpésien,Nm,Torpésienne,0,1,True,True
Torptais,Nm,Torptaise,0,1,True,True
Torquesnois,Nm,Torquesnoise,0,1,True,True
torréfacteur,Nm,torréfactrice,0,0,True,True
Torsacois,Nm,Torsacoise,0,1,True,True
Tortedictin,Nm,Tortedictine,0,1,True,True
Tortefontainois,Nm,Tortefontainoise,0,1,True,True
Tortequesnois,Nm,Tortequesnoise,0,1,True,True
Tortezien,Nm,Tortezienne,0,1,True,True
tortionnaire,Nm,tortionnaire,1,0,True,True
Tortisambertois,Nm,Tortisambertoise,0,1,True,True
Tortorennais,Nm,Tortorennaise,0,1,True,True
tortureur,Nm,tortureuse,0,0,True,True
Toscadin,Nm,Toscadine,0,1,True,True
Tosnysien,Nm,Tosnysienne,0,1,True,True
tossafiste,Nm,tossafiste,1,0,True,True
Tossais,Nm,Tossaise,0,1,True,True
Tostais,Nm,Tostaise,0,1,True,True
Totainvillois,Nm,Totainvilloise,0,1,True,True
Tôtais,Nm,Tôtaise,0,1,True,True
Toucassin,Nm,Toucassine,0,1,True,True
Touchois,Nm,Touchoise,0,1,True,True
Toucycois,Nm,Toucycoise,0,1,True,True
Toucyquois,Nm,Toucyquoise,0,1,True,True
Toudonnais,Nm,Toudonnaise,0,1,True,True
Touétien,Nm,Touétienne,0,1,True,True
Touetois,Nm,Touetoise,0,1,True,True
Touffaillois,Nm,Touffailloise,0,1,True,True
Toufflersois,Nm,Toufflersoise,0,1,True,True
Touffrévillais,Nm,Touffrévillaise,0,1,True,True
Tougetois,Nm,Tougetoise,0,1,True,True
touilleur,Nm,touilleuse,0,0,True,True
Touillois,Nm,Touilloise,0,1,True,True
Touillonais,Nm,Touillonaise,0,1,True,True
Toujousois,Nm,Toujousoise,0,1,True,True
Toulaudain,Nm,Toulaudaine,0,1,True,True
Toulennais,Nm,Toulennaise,0,1,True,True
Toullois,Nm,Toulloise,0,1,True,True
Toulois,Nm,Touloise,0,1,True,True
Toulonjacois,Nm,Toulonjacoise,0,1,True,True
Toulonnais,Nm,Toulonnaise,0,1,True,True
toulonnais,Nm,toulonnaise,0,0,True,True
Toulougien,Nm,Toulougienne,0,1,True,True
Toulousain,Nm,Toulousaine,0,1,True,True
toulousain,Nm,toulousaine,0,0,True,True
Toulousien,Nm,Toulousienne,0,1,True,True
Toulouzettain,Nm,Toulouzettaine,0,1,True,True
Touquinois,Nm,Touquinoise,0,1,True,True
Touraillon,Nm,Touraillonne,0,1,True,True
Tourain,Nm,Touraine,0,1,True,True
Tourais,Nm,Touraise,0,1,True,True
Tourangeois,Nm,Tourangeoise,0,1,True,True
touranien,Nm,touranienne,0,0,True,True
Tourbain,Nm,Tourbaine,0,1,True,True
tourbier,Nm,tourbière,0,0,True,True
Tourchois,Nm,Tourchoise,0,1,True,True
Tourdanais,Nm,Tourdanaise,0,1,True,True
Tourdefaurois,Nm,Tourdefauroise,0,1,True,True
Tourdenais,Nm,Tourdenaise,0,1,True,True
Tourellois,Nm,Tourelloise,0,1,True,True
Tourettois,Nm,Tourettoise,0,1,True,True
Tourgevillais,Nm,Tourgevillaise,0,1,True,True
tourier,Nm,tourière,0,0,True,True
Tourinnois,Nm,Tourinnoise,0,1,True,True
Tourinois,Nm,Tourinoise,0,1,True,True
touriste,Nm,touriste,1,0,True,True
Tourlavillais,Nm,Tourlavillaise,0,1,True,True
tourmenteur,Nm,tourmenteuse,0,0,True,True
Tourmignisien,Nm,Tourmignisienne,0,1,True,True
Tourmonier,Nm,Tourmonière,0,1,True,True
Tournais,Nm,Tournaise,0,1,True,True
Tournaisien,Nm,Tournaisienne,0,1,True,True
Tournanais,Nm,Tournanaise,0,1,True,True
Tournanois,Nm,Tournanoise,0,1,True,True
tournant,Nm,tournante,0,0,True,True
Tournayais,Nm,Tournayaise,0,1,True,True
Tournebusien,Nm,Tournebusienne,0,1,True,True
Tournecoupois,Nm,Tournecoupoise,0,1,True,True
Tournedosien,Nm,Tournedosienne,0,1,True,True
Tournefeuillais,Nm,Tournefeuillaise,0,1,True,True
Tournefortois,Nm,Tournefortoise,0,1,True,True
Tournelois,Nm,Tourneloise,0,1,True,True
Tournemirois,Nm,Tournemiroise,0,1,True,True
Tournésien,Nm,Tournésienne,0,1,True,True
tourneur,Nm,tourneuse,0,0,True,True
Tournevillais,Nm,Tournevillaise,0,1,True,True
Tournissanais,Nm,Tournissanaise,0,1,True,True
Tournois,Nm,Tournoise,0,1,True,True
Tournonais,Nm,Tournonaise,0,1,True,True
Tournonnais,Nm,Tournonnaise,0,1,True,True
Tournubertais,Nm,Tournubertaise,0,1,True,True
Tournusien,Nm,Tournusienne,0,1,True,True
Tourois,Nm,Touroise,0,1,True,True
Tourorbois,Nm,Tourorboise,0,1,True,True
Tourouvrain,Nm,Tourouvraine,0,1,True,True
Tourouzellais,Nm,Tourouzellaise,0,1,True,True
Tourpier,Nm,Tourpière,0,1,True,True
Tourquennois,Nm,Tourquennoise,0,1,True,True
Tourreillais,Nm,Tourreillaise,0,1,True,True
Tourreillois,Nm,Tourreilloise,0,1,True,True
Tourrenquetois,Nm,Tourrenquetoise,0,1,True,True
Tourrettois,Nm,Tourrettoise,0,1,True,True
Tourrier,Nm,Tourrière,0,1,True,True
Tours-sur-Marnais,Nm,Tours-sur-Marnaise,0,1,True,True
Tourserain,Nm,Tourseraine,0,1,True,True
Tourteronnais,Nm,Tourteronnaise,0,1,True,True
Tourtoiracais,Nm,Tourtoiracaise,0,1,True,True
Tourtourain,Nm,Tourtouraine,0,1,True,True
Tourtousain,Nm,Tourtousaine,0,1,True,True
Tourtrésien,Nm,Tourtrésienne,0,1,True,True
Tourvain,Nm,Tourvaine,0,1,True,True
Tourvillais,Nm,Tourvillaise,0,1,True,True
Tourysien,Nm,Tourysienne,0,1,True,True
Toussaintais,Nm,Toussaintaise,0,1,True,True
tousseur,Nm,tousseuse,0,0,True,True
Toussillard,Nm,Toussillarde,0,1,True,True
Toussinois,Nm,Toussinoise,0,1,True,True
Toussonnais,Nm,Toussonnaise,0,1,True,True
tout-parisien,Nm,tout-parisienne,0,0,True,True
Toutainvillais,Nm,Toutainvillaise,0,1,True,True
Toutensois,Nm,Toutensoise,0,1,True,True
Toutlemondais,Nm,Toutlemondaise,0,1,True,True
Toutouvillais,Nm,Toutouvillaise,0,1,True,True
Toutrysien,Nm,Toutrysienne,0,1,True,True
Touvétain,Nm,Touvétaine,0,1,True,True
Touvillais,Nm,Touvillaise,0,1,True,True
Touvoisien,Nm,Touvoisienne,0,1,True,True
Touzacais,Nm,Touzacaise,0,1,True,True
Touzacois,Nm,Touzacoise,0,1,True,True
toxicochimiste,Nm,toxicochimiste,1,0,True,True
toxicologiste,Nm,toxicologiste,1,0,True,True
tracassier,Nm,tracassière,0,0,True,True
traceur,Nm,traceuse,0,0,True,True
Tracien,Nm,Tracienne,0,1,True,True
Traçotain,Nm,Traçotaine,0,1,True,True
Traçotin,Nm,Traçotine,0,1,True,True
tracteur,Nm,tractrice;tracteuse,0,0,True,True
tractoriste,Nm,tractoriste,1,0,True,True
tradeur,Nm,tradeuse,0,0,True,True
tradipraticien,Nm,tradipraticienne,0,0,True,True
Tradiron,Nm,Tradironne,0,1,True,True
traditionaliste,Nm,traditionaliste,1,0,True,True
traditionnaire,Nm,traditionnaire,1,0,True,True
traducteur,Nm,traductrice;traducteuse,0,0,True,True
Traenheimois,Nm,Traenheimoise,0,1,True,True
traficoteur,Nm,traficoteuse,0,0,True,True
trafiquant,Nm,trafiquante,0,0,True,True
trafiqueur,Nm,trafiqueuse,0,0,True,True
tragédien,Nm,tragédienne,0,0,True,True
traînard,Nm,traînarde,0,0,True,True
traineur,Nm,traineuse,0,0,True,True
traîneur,Nm,traîneuse,0,0,True,True
Traiton,Nm,Traitonne,0,1,True,True
traitre,Nm,traitresse,0,0,False,True
Tralaiguois,Nm,Tralaiguoise,0,1,True,True
Traloncais,Nm,Traloncaise,0,1,True,True
Tramayon,Nm,Tramayonne,0,1,True,True
Tramecourtien,Nm,Tramecourtienne,0,1,True,True
trameur,Nm,trameuse,0,0,True,True
Traminois,Nm,Traminoise,0,1,True,True
Tramolien,Nm,Tramolienne,0,1,True,True
trampoline,Nm,trampoline,1,0,False,True
trampoliniste,Nm,trampoliniste,1,0,True,True
Tranchais,Nm,Tranchaise,0,1,True,True
trancheur,Nm,trancheuse,0,0,True,True
Tranclérien,Nm,Tranclérienne,0,1,True,True
Trancrainvillois,Nm,Trancrainvilloise,0,1,True,True
Trangerois,Nm,Trangeroise,0,1,True,True
Trannois,Nm,Trannoise,0,1,True,True
Tranquilisien,Nm,Tranquilisienne,0,1,True,True
trans-humaniste,Nm,trans-humaniste,1,0,True,True
transcendantaliste,Nm,transcendantaliste,1,0,True,True
transformateur,Nm,transformatrice,0,0,True,True
transformiste,Nm,transformiste,1,0,True,True
transgresseur,Nm,transgresseuse,0,0,True,True
transhumaniste,Nm,transhumaniste,1,0,True,True
Transinnois,Nm,Transinnoise,0,1,True,True
transitaire,Nm,transitaire,1,0,True,True
Transjordanien,Nm,Transjordanienne,0,1,True,True
transmutateur,Nm,transmutatrice,0,0,True,True
Transnistrien,Nm,Transnistrienne,0,1,True,True
transpédégouine,Nm,transpédégouine,1,0,False,True
transplanteur,Nm,transplanteuse,0,0,True,True
transpositeur,Nm,transpositrice,0,0,True,True
transsaharien,Nm,transsaharienne,0,0,True,True
Tranzaltien,Nm,Tranzaltienne,0,1,True,True
trapéziste,Nm,trapéziste,1,0,True,True
trappeur,Nm,trappeuse,0,0,True,True
traqueur,Nm,traqueuse,0,0,True,True
Trassanelois,Nm,Trassaneloise,0,1,True,True
trattatiste,Nm,trattatiste,1,0,True,True
traumatologiste,Nm,traumatologiste,1,0,True,True
Traussois,Nm,Traussoise,0,1,True,True
Travaillanais,Nm,Travaillanaise,0,1,True,True
travaillant,Nm,travaillante,0,0,True,True
Travaillard,Nm,Travaillarde,0,1,True,True
travailleur,Nm,travailleuse,0,0,True,True
travailliste,Nm,travailliste,1,0,True,True
