nm	nf	epicene	proper_noun	catégorie
comporteur	comporteuse	0.0	0.0	Nm
bloggeur	bloggeuse	0.0	0.0	Nm
zététicien	zététicienne	0.0	0.0	Nm
déniaiseur	déniaiseuse	0.0	0.0	Nm
antenniste	antenniste	1.0	0.0	Nm
zaïrois	zaïroise	0.0	0.0	Nm
assientiste	assientiste	1.0	0.0	Nm
autoporteur	autoporteuse	0.0	0.0	Nm
écrivaillon	écrivaillonne	0.0	0.0	Nm
déceleur	déceleuse	0.0	0.0	Nm
malherbologiste	malherbologiste	1.0	0.0	Nm
antoiniste	antoiniste	1.0	0.0	Nm
chiffraine	chiffraine	1.0	0.0	Nm
shamaniste	shamaniste	1.0	0.0	Nm
grogneur	grogneuse	0.0	0.0	Nm
copernicien	copernicienne	0.0	0.0	Nm
aiguiseur	aiguiseuse	0.0	0.0	Nm
condruzien	condruzienne	0.0	0.0	Nm
jamaïcain	jamaïcaine	0.0	0.0	Nm
étagiste	étagiste	1.0	0.0	Nm
bourlingueur	bourlingueuse	0.0	0.0	Nm
agrimiste	agrimiste	1.0	0.0	Nm
démocrate-chrétien	démocrate-chrétienne	0.0	0.0	Nm
architecturiste	architecturiste	1.0	0.0	Nm
neurologiste	neurologiste	1.0	0.0	Nm
malthusien	malthusienne	0.0	0.0	Nm
chauffagiste	chauffagiste	1.0	0.0	Nm
sarrazin	sarrazine	0.0	0.0	Nm
footballiste	footballiste	1.0	0.0	Nm
épouseur	épouseuse	0.0	0.0	Nm
songeur	songeuse	0.0	0.0	Nm
consubstantiateur	consubstantiateur	1.0	0.0	Nm
disséminateur	disséminatrice	0.0	0.0	Nm
motoneigiste	motoneigiste	1.0	0.0	Nm
alpiculteur	alpicultrice	0.0	0.0	Nm
kagibiste	kagibiste	1.0	0.0	Nm
caqueteur	caqueteuse	0.0	0.0	Nm
écoterroriste	écoterroriste	1.0	0.0	Nm
étalonnier	étalonnière	0.0	0.0	Nm
autocaravanier	autocaravanière	0.0	0.0	Nm
épeleur	épeleuse	0.0	0.0	Nm
évaluateur	évaluatrice	0.0	0.0	Nm
trotzkiste	trotzkiste	1.0	0.0	Nm
miséreux	miséreuse	0.0	0.0	Nm
codébiteur	codébitrice	0.0	0.0	Nm
co-récipiendaire	co-récipiendaire	1.0	0.0	Nm
circulateur	circulatrice	0.0	0.0	Nm
néofasciste	néofasciste	1.0	0.0	Nm
embouteilleur	embouteilleuse	0.0	0.0	Nm
hydroélectricien	hydroélectricienne	0.0	0.0	Nm
décathlonien	décathlonienne	0.0	0.0	Nm
aideur	aideuse	0.0	0.0	Nm
valentinois	valentinoise	0.0	0.0	Nm
adorateur	adoratrice;adorateuse	0.0	0.0	Nm
déconstructiviste	déconstructiviste	1.0	0.0	Nm
caqueux	caqueuse	0.0	0.0	Nm
gommeur	gommeuse	0.0	0.0	Nm
papelard	papelarde	0.0	0.0	Nm
goudronnier	goudronnière	0.0	0.0	Nm
poissard	poissarde	0.0	0.0	Nm
séparatiste	séparatiste	1.0	0.0	Nm
gizengiste	gizengiste	1.0	0.0	Nm
trattatiste	trattatiste	1.0	0.0	Nm
cabaleux	cabaleuse	0.0	0.0	Nm
fil-de-fériste	fil-de-fériste	1.0	0.0	Nm
astronauticien	astronauticienne	0.0	0.0	Nm
éberneur	éberneuse	0.0	0.0	Nm
cannaméliste	cannaméliste	1.0	0.0	Nm
réglementateur	réglementatrice	0.0	0.0	Nm
harnacheur	harnacheuse	0.0	0.0	Nm
tracassier	tracassière	0.0	0.0	Nm
agrairien	agrairienne	0.0	0.0	Nm
biscuitier	biscuitière	0.0	0.0	Nm
plaisantin	plaisantine	0.0	0.0	Nm
pédodontiste	pédodontiste	1.0	0.0	Nm
vélineur	vélineuse	0.0	0.0	Nm
nîmois	nîmoise	0.0	0.0	Nm
faitier	faitière	0.0	0.0	Nm
préservateur	préservatrice	0.0	0.0	Nm
phonologiste	phonologiste	1.0	0.0	Nm
fabiusien	fabiusienne	0.0	0.0	Nm
cryptocalviniste	cryptocalviniste	1.0	0.0	Nm
melonnier	melonnière	0.0	0.0	Nm
vrillier	vrillière	0.0	0.0	Nm
inscrivant	inscrivante	0.0	0.0	Nm
contre-terroriste	contre-terroriste	1.0	0.0	Nm
albanien	albanienne	0.0	0.0	Nm
écoféministe	écoféministe	1.0	0.0	Nm
jusqu’au-boutiste	jusqu’au-boutiste	1.0	0.0	Nm
je-m’en-fichiste	je-m’en-fichiste	1.0	0.0	Nm
transhumaniste	transhumaniste	1.0	0.0	Nm
watiste	watiste	1.0	0.0	Nm
fouetteur	fouetteuse	0.0	0.0	Nm
internationaliste	internationaliste	1.0	0.0	Nm
ennuyeux	ennuyeuse	0.0	0.0	Nm
controversiste	controversiste	1.0	0.0	Nm
matelassier	matelassière	0.0	0.0	Nm
baqueteur	baqueteuse	0.0	0.0	Nm
dizenier	dizenière	0.0	0.0	Nm
quatorze-marsiste	quatorze-marsiste	1.0	0.0	Nm
surjectif	surjective	0.0	0.0	Nm
objectiviste	objectiviste	1.0	0.0	Nm
togolais	togolaise	0.0	0.0	Nm
bécotteur	bécotteuse	0.0	0.0	Nm
vampiriste	vampiriste	1.0	0.0	Nm
malien	malienne	0.0	0.0	Nm
encaqueur	encaqueuse	0.0	0.0	Nm
aquiculteur	aquicultrice	0.0	0.0	Nm
marionniste	marionniste	1.0	0.0	Nm
antistalinien	antistalinienne	0.0	0.0	Nm
intégrationniste	intégrationniste	1.0	0.0	Nm
chapardeur	chapardeuse	0.0	0.0	Nm
réformiste	réformiste	1.0	0.0	Nm
liguorien	liguorienne	0.0	0.0	Nm
mastérien	mastérienne	0.0	0.0	Nm
audiotypiste	audiotypiste	1.0	0.0	Nm
badegoulien	badegoulienne	0.0	0.0	Nm
téléassistant	téléassistante	0.0	0.0	Nm
haïtien	haïtienne	0.0	0.0	Nm
pétrarquiste	pétrarquiste	1.0	0.0	Nm
révolutionnariste	révolutionnariste	1.0	0.0	Nm
phytographe	phytographe	1.0	0.0	Nm
tuttiste	tuttiste	1.0	0.0	Nm
safariste	safariste	1.0	0.0	Nm
haillonneux	haillonneuse	0.0	0.0	Nm
fraudeur	fraudeuse	0.0	0.0	Nm
carilloniste	carilloniste	1.0	0.0	Nm
vélomobiliste	vélomobiliste	1.0	0.0	Nm
envieux	envieuse	0.0	0.0	Nm
ébrancheur	ébrancheuse	0.0	0.0	Nm
dékabriste	dékabriste	1.0	0.0	Nm
inconscient	inconsciente	0.0	0.0	Nm
évideur	évideuse	0.0	0.0	Nm
captateur	captatrice	0.0	0.0	Nm
stéarinier	stéarinière	0.0	0.0	Nm
repriseur	repriseuse	0.0	0.0	Nm
enjailleur	enjailleuse	0.0	0.0	Nm
bidochard	bidocharde	0.0	0.0	Nm
inégalitaire	inégalitaire	1.0	0.0	Nm
castreur	castreuse	0.0	0.0	Nm
fibulanomiste	fibulanomiste	1.0	0.0	Nm
inconstant	inconstante	0.0	0.0	Nm
racialiste	racialiste	1.0	0.0	Nm
assyro-babylonien	assyro-babylonienne	0.0	0.0	Nm
vaniteux	vaniteuse	0.0	0.0	Nm
épithésiste	épithésiste	1.0	0.0	Nm
gambien	gambienne	0.0	0.0	Nm
équatorien	équatorienne	0.0	0.0	Nm
épandeur	épandeuse	0.0	0.0	Nm
rubricateur	rubricateuse	0.0	0.0	Nm
cabochard	cabocharde	0.0	0.0	Nm
motociste	motociste	1.0	0.0	Nm
néozélandais	néozélandaise	0.0	0.0	Nm
sidecariste	sidecariste	1.0	0.0	Nm
boustifailleur	boustifailleuse	0.0	0.0	Nm
séquanais	séquanaise	0.0	0.0	Nm
impudent	impudente	0.0	0.0	Nm
simonien	simonienne	0.0	0.0	Nm
riziculteur	rizicultrice	0.0	0.0	Nm
puséyiste	puséyiste	1.0	0.0	Nm
bicamériste	bicamériste	1.0	0.0	Nm
affirmateur	affirmatrice	0.0	0.0	Nm
chevecier	chevecière	0.0	0.0	Nm
lumumbiste	lumumbiste	1.0	0.0	Nm
odaliste	odaliste	1.0	0.0	Nm
morbihannais	morbihannaise	0.0	0.0	Nm
dorgériste	dorgériste	1.0	0.0	Nm
jordanien	jordanienne	0.0	0.0	Nm
quiétiste	quiétiste	1.0	0.0	Nm
picciniste	picciniste	1.0	0.0	Nm
anti-antifasciste	anti-antifasciste	1.0	0.0	Nm
teufteuf	teufteuf	1.0	0.0	Nm
vice-champion	vice-championne	0.0	0.0	Nm
frais-chier	frais-chier	1.0	0.0	Nm
ibériste	ibériste	1.0	0.0	Nm
siroteur	siroteuse	0.0	0.0	Nm
felquiste	felquiste	1.0	0.0	Nm
vapoteur	vapoteuse	0.0	0.0	Nm
colégataire	colégataire	1.0	0.0	Nm
nominateur	nominatrice	0.0	0.0	Nm
abrutisseur	abrutisseuse	0.0	0.0	Nm
microchirurgien	microchirurgienne	0.0	0.0	Nm
multifonction	multifonction	1.0	0.0	Nm
opportuniste	opportuniste	1.0	0.0	Nm
arminien	arminienne	0.0	0.0	Nm
bétonnier	bétonnière	0.0	0.0	Nm
chieur	chieuse	0.0	0.0	Nm
youpin	youpine	0.0	0.0	Nm
égyptisant	égyptisante	0.0	0.0	Nm
saintongeais	saintongeaise	0.0	0.0	Nm
scribouilleur	scribouilleuse	0.0	0.0	Nm
antiquiste	antiquiste	1.0	0.0	Nm
cogérant	cogérante	0.0	0.0	Nm
caméronien	caméronienne	0.0	0.0	Nm
passe-fleur	passe-fleur	1.0	0.0	Nm
tousseur	tousseuse	0.0	0.0	Nm
indouiste	indouiste	1.0	0.0	Nm
nasserien	nasserienne	0.0	0.0	Nm
déchaîneur	déchaîneuse	0.0	0.0	Nm
irrégulier	irrégulière	0.0	0.0	Nm
cabaliste	cabaliste	1.0	0.0	Nm
déliteur	déliteuse	0.0	0.0	Nm
bibliotechnicien	bibliotechnicienne	0.0	0.0	Nm
altruiste	altruiste	1.0	0.0	Nm
ultra-nationaliste	ultra-nationaliste	1.0	0.0	Nm
grainetier	grainetière	0.0	0.0	Nm
thématicien	thématicienne	0.0	0.0	Nm
négateur	négatrice	0.0	0.0	Nm
annihilateur	annihilatrice	0.0	0.0	Nm
ânonneur	ânonneuse	0.0	0.0	Nm
blaireautin	blaireautine	0.0	0.0	Nm
gaffeur	gaffeuse	0.0	0.0	Nm
clopeur	clopeuse	0.0	0.0	Nm
goethien	goethienne	0.0	0.0	Nm
géantiste	géantiste	1.0	0.0	Nm
radiologiste	radiologiste	1.0	0.0	Nm
casinotier	casinotière	0.0	0.0	Nm
indianisant	indianisante	0.0	0.0	Nm
bistrotier	bistrotière	0.0	0.0	Nm
costumédien	costumédienne	0.0	0.0	Nm
mélenchoniste	mélenchoniste	1.0	0.0	Nm
renoueur	renoueuse	0.0	0.0	Nm
mercaticien	mercaticienne	0.0	0.0	Nm
salafiste	salafiste	1.0	0.0	Nm
néo-fasciste	néo-fasciste	1.0	0.0	Nm
acméiste	acméiste	1.0	0.0	Nm
diaboliste	diaboliste	1.0	0.0	Nm
lyonnais	lyonnaise	0.0	0.0	Nm
aplaigneur	aplaigneuse	0.0	0.0	Nm
divin	divine	0.0	0.0	Nm
néoplasticien	néo-plasticienne;néoplasticienne	0.0	0.0	Nm
insolent	insolente;insolent	0.0	0.0	Nm
jamaïquain	jamaïquaine	0.0	0.0	Nm
érasmien	érasmienne	0.0	0.0	Nm
zimmerwaldien	zimmerwaldienne	0.0	0.0	Nm
carnassier	carnassière	0.0	0.0	Nm
hotlineur	hotlineuse	0.0	0.0	Nm
cosméticien	cosméticienne	0.0	0.0	Nm
néogrammairien	néogrammairienne	0.0	0.0	Nm
apprentier	apprentière	0.0	0.0	Nm
piaffeur	piaffeuse	0.0	0.0	Nm
vélibiste	vélibiste	1.0	0.0	Nm
jaciste	jaciste	1.0	0.0	Nm
techniverrier	techniverrière	0.0	0.0	Nm
guignoleux	guignoleuse	0.0	0.0	Nm
demi-finaliste	demi-finaliste	1.0	0.0	Nm
émancipateur	émancipatrice	0.0	0.0	Nm
angolais	angolaise	0.0	0.0	Nm
spagiriste	spagiriste	1.0	0.0	Nm
omanais	omanaise	0.0	0.0	Nm
post-moderniste	post-moderniste	1.0	0.0	Nm
copropriétaire	copropriétaire	1.0	0.0	Nm
florentin	florentine	0.0	0.0	Nm
meusien	meusienne	0.0	0.0	Nm
césariste	césariste	1.0	0.0	Nm
essentialiste	essentialiste	1.0	0.0	Nm
trifouilleur	trifouilleuse	0.0	0.0	Nm
kinésiste	kinésiste	1.0	0.0	Nm
purgeur	purgeuse	0.0	0.0	Nm
celtibérien	celtibérienne	0.0	0.0	Nm
parquetier	parquetière	0.0	0.0	Nm
gainier	gainière	0.0	0.0	Nm
existentialiste	existentialiste	1.0	0.0	Nm
antonien	antonienne	0.0	0.0	Nm
footeux	footeuse	0.0	0.0	Nm
télévangéliste	télévangéliste	1.0	0.0	Nm
dentelier	dentelière	0.0	0.0	Nm
winneur	winneuse	0.0	0.0	Nm
paoliste	paoliste	1.0	0.0	Nm
meurt-de-soif	meurt-de-soif	1.0	0.0	Nm
possesseur	possesseuse	0.0	0.0	Nm
bersarien	bersarienne	0.0	0.0	Nm
jobbiste	jobbiste	1.0	0.0	Nm
pneumatologiste	pneumatologiste	1.0	0.0	Nm
dispensateur	dispensatrice	0.0	0.0	Nm
martionaute	martionaute	1.0	0.0	Nm
agiographe	agiographe	1.0	0.0	Nm
rwandais	rwandaise	0.0	0.0	Nm
sabbathien	sabbathienne	0.0	0.0	Nm
égotiste	égotiste	1.0	0.0	Nm
gameur	gameuse	0.0	0.0	Nm
raccoutreur	raccoutreuse;raccoutreur	0.0	0.0	Nm
anti-américain	anti-américaine	0.0	0.0	Nm
ski-alpiniste	ski-alpiniste	1.0	0.0	Nm
anti-mondialiste	anti-mondialiste	1.0	0.0	Nm
dijonnais	dijonnaise	0.0	0.0	Nm
calembourdier	calembourdière	0.0	0.0	Nm
quartenaire	quartenaire	1.0	0.0	Nm
manœuvrier	manœuvrière	0.0	0.0	Nm
faîtier	faîtière	0.0	0.0	Nm
floriculteur	floricultrice	0.0	0.0	Nm
apathéiste	apathéiste	1.0	0.0	Nm
antécien	antécienne	0.0	0.0	Nm
conversionniste	conversionniste	1.0	0.0	Nm
digresseur	digresseuse	0.0	0.0	Nm
avant-main	avant-main	1.0	0.0	Nm
cégétiste	cégétiste	1.0	0.0	Nm
calabrais	calabraise	0.0	0.0	Nm
kolkhozien	kolkhozienne	0.0	0.0	Nm
diéséliste	diéséliste	1.0	0.0	Nm
récurseur	récurseuse	0.0	0.0	Nm
bulgarisant	bulgarisante	0.0	0.0	Nm
foireux	foireuse	0.0	0.0	Nm
ivoirien	ivoirienne	0.0	0.0	Nm
supplétif	supplétive	0.0	0.0	Nm
pollueur	pollueuse	0.0	0.0	Nm
grangier	grangière	0.0	0.0	Nm
dé-jeûneur	dé-jeûneuse	0.0	0.0	Nm
seizièmiste	seizièmiste	1.0	0.0	Nm
sécessioniste	sécessioniste	1.0	0.0	Nm
roliste	roliste	1.0	0.0	Nm
flûteur	flûteuse	0.0	0.0	Nm
césarien	césarienne	0.0	0.0	Nm
facebooker	facebookeuse	0.0	0.0	Nm
écriveux	écriveuse	0.0	0.0	Nm
chicanier	chicanière	0.0	0.0	Nm
barricadeur	barricadeuse	0.0	0.0	Nm
isarien	isarienne	0.0	0.0	Nm
bénatier	bénatière	0.0	0.0	Nm
areligieux	areligieuse	0.0	0.0	Nm
noétien	noétienne	0.0	0.0	Nm
harmoniciste	harmoniciste	1.0	0.0	Nm
rebouteux	rebouteuse	0.0	0.0	Nm
nasseriste	nasseriste	1.0	0.0	Nm
équilleur	équilleuse	0.0	0.0	Nm
truffier	truffière	0.0	0.0	Nm
séropositif	séropositive	0.0	0.0	Nm
batailleur	batailleuse	0.0	0.0	Nm
drogueur	drogueuse	0.0	0.0	Nm
godanceur	godanceuse	0.0	0.0	Nm
bloguiste	bloguiste	1.0	0.0	Nm
quémand	quémande	0.0	0.0	Nm
slovénisant	slovénisante	0.0	0.0	Nm
russien	russienne	0.0	0.0	Nm
bernardin	bernardine	0.0	0.0	Nm
podo-orthésiste	podo-orthésiste	1.0	0.0	Nm
inclusionniste	inclusionniste	1.0	0.0	Nm
consumériste	consumériste	1.0	0.0	Nm
avant-vente	avant-vente	1.0	0.0	Nm
lithuanien	lithuanienne	0.0	0.0	Nm
quadeur	quadeuse	0.0	0.0	Nm
abolitioniste	abolitioniste	1.0	0.0	Nm
visionnaire	visionnaire	1.0	0.0	Nm
baraquier	baraquière	0.0	0.0	Nm
aconier	aconière	0.0	0.0	Nm
homosexualiste	homosexualiste	1.0	0.0	Nm
furieux	furieuse	0.0	0.0	Nm
suzerain	suzeraine	0.0	0.0	Nm
rider	rideuse	0.0	0.0	Nm
cobelligérant	cobelligérante	0.0	0.0	Nm
créditeur	créditrice	0.0	0.0	Nm
embrocheur	embrocheuse	0.0	0.0	Nm
néoplatonicien	néoplatonicienne	0.0	0.0	Nm
antifrançais	antifrançaise	0.0	0.0	Nm
oulipien	oulipienne	0.0	0.0	Nm
paissonnier	paissonnier	1.0	0.0	Nm
archéologiste	archéologiste	1.0	0.0	Nm
ahurisseur	ahurisseuse	0.0	0.0	Nm
éphébophobe	éphébophobe	1.0	0.0	Nm
sizenier	sizenière	0.0	0.0	Nm
cristallographe	cristallographe	1.0	0.0	Nm
simplicitaire	simplicitaire	1.0	0.0	Nm
co-fondateur	co-fondatrice	0.0	0.0	Nm
droniste	droniste	1.0	0.0	Nm
facebookeur	facebookeuse	0.0	0.0	Nm
chalonnais	chalonnaise	0.0	0.0	Nm
bougonneur	bougonneuse	0.0	0.0	Nm
spinuleux	spinuleuse	0.0	0.0	Nm
éplaigneur	éplaigneuse	0.0	0.0	Nm
autographiliste	autographiliste	1.0	0.0	Nm
cartooniste	cartooniste	1.0	0.0	Nm
prêcheur	prêcheuse	0.0	0.0	Nm
extra-parlementaire	extra-parlementaire	1.0	0.0	Nm
cancérologiste	cancérologiste	1.0	0.0	Nm
pyrénéiste	pyrénéiste	1.0	0.0	Nm
affermateur	affermatrice	0.0	0.0	Nm
indo-brésilien	indo-brésilienne	0.0	0.0	Nm
dénoyauteur	dénoyauteuse	0.0	0.0	Nm
saisissant	saisissante	0.0	0.0	Nm
antinomiste	antinomiste	1.0	0.0	Nm
complotiste	complotiste	1.0	0.0	Nm
mieux-disant	mieux-disante	0.0	0.0	Nm
profanateur	profanatrice	0.0	0.0	Nm
berbériste	berbériste	1.0	0.0	Nm
éthologiste	éthologiste	1.0	0.0	Nm
borain	boraine	0.0	0.0	Nm
sociétaliste	sociétaliste	1.0	0.0	Nm
condamnateur	condamnatrice	0.0	0.0	Nm
bourbonnien	bourbonnienne	0.0	0.0	Nm
péroniste	péroniste	1.0	0.0	Nm
dévaliseur	dévaliseuse	0.0	0.0	Nm
tritureur	tritureuse	0.0	0.0	Nm
officiant	officiante	0.0	0.0	Nm
tatillon	tatillonne	0.0	0.0	Nm
ataturkiste	ataturkiste	1.0	0.0	Nm
jersiais	jersiaise	0.0	0.0	Nm
khâgneux	khâgneuse	0.0	0.0	Nm
feuilletonniste	feuilletonniste	1.0	0.0	Nm
artémonien	artémonien	1.0	0.0	Nm
algérois	algéroise	0.0	0.0	Nm
anti-dreyfusard	anti-dreyfusarde	0.0	0.0	Nm
brevetaire	brevetaire	1.0	0.0	Nm
bétonneur	bétonneuse	0.0	0.0	Nm
stercoriste	stercoriste	1.0	0.0	Nm
amoraliste	amoraliste	1.0	0.0	Nm
maratiste	maratiste	1.0	0.0	Nm
cauchois	cauchoise	0.0	0.0	Nm
frangeur	frangeuse	0.0	0.0	Nm
canneur	canneuse	0.0	0.0	Nm
bazardier	bazardière	0.0	0.0	Nm
asianisant	asianisante	0.0	0.0	Nm
chouraveur	chouraveuse	0.0	0.0	Nm
aviveur	aviveuse	0.0	0.0	Nm
connoisseur	connoisseuse	0.0	0.0	Nm
primitif	primitive	0.0	0.0	Nm
ratoureux	ratoureuse	0.0	0.0	Nm
chanceux	chanceuse	0.0	0.0	Nm
fréteur	fréteuse	0.0	0.0	Nm
tolekiste	tolekiste	1.0	0.0	Nm
davidien	davidienne	0.0	0.0	Nm
recommenceur	recommenceuse	0.0	0.0	Nm
laconien	laconienne	0.0	0.0	Nm
coréanisant	coréanisante	0.0	0.0	Nm
valencianiste	valencianiste	1.0	0.0	Nm
glaineur	glaineuse	0.0	0.0	Nm
déforain	déforaine	0.0	0.0	Nm
refuseur	refuseuse	0.0	0.0	Nm
prédécesseresse	prédécesseuse	0.0	0.0	Nm
ultra-traileur	ultra-traileuse	0.0	0.0	Nm
émeutier	émeutière	0.0	0.0	Nm
souverainiste	souverainiste	1.0	0.0	Nm
nymphante	nymphante	1.0	0.0	Nm
électromobiliste	électromobiliste	1.0	0.0	Nm
mésolithicien	mésolithicienne	0.0	0.0	Nm
chambriste	chambriste	1.0	0.0	Nm
philippien	philippienne	0.0	0.0	Nm
haute-lissier	haute-lissière	0.0	0.0	Nm
lofteur	lofteuse	0.0	0.0	Nm
troubleur	troubleuse	0.0	0.0	Nm
liniculteur	linicultrice	0.0	0.0	Nm
rentrayeur	rentrayeuse	0.0	0.0	Nm
tavernier	tavernière	0.0	0.0	Nm
excitateur	excitatrice	0.0	0.0	Nm
coindivisaire	coindivisaire	1.0	0.0	Nm
libérateur	libératrice;libérateuse	0.0	0.0	Nm
cultoriste	cultoriste	1.0	0.0	Nm
hirudiniculteur	hirudinicultrice;hirudiniculteuse	0.0	0.0	Nm
écriveur	écriveuse	0.0	0.0	Nm
cohéritier	cohéritière	0.0	0.0	Nm
préadolescent	préadolescente	0.0	0.0	Nm
étoffeur	étoffeuse	0.0	0.0	Nm
monténégrin	monténégrine	0.0	0.0	Nm
baseballeur	baseballeuse	0.0	0.0	Nm
indifférentiste	indifférentiste	1.0	0.0	Nm
germanopratin	germanopratine	0.0	0.0	Nm
exciteur	exciteuse	0.0	0.0	Nm
écriturier	écriturière	0.0	0.0	Nm
tennissiste	tennissiste	1.0	0.0	Nm
néolithicien	néolithicienne	0.0	0.0	Nm
sextrémiste	sextrémiste	1.0	0.0	Nm
électro-acousticien	électro-acousticienne	0.0	0.0	Nm
heureux	heureuse	0.0	0.0	Nm
alphabétisateur	alphabétisateure;alphabétisatrice	0.0	0.0	Nm
bonapartiste	bonapartiste	1.0	0.0	Nm
cancanier	cancanière	0.0	0.0	Nm
ichthyologiste	ichthyologiste	1.0	0.0	Nm
tayloriste	tayloriste	1.0	0.0	Nm
démochrétien	démochrétienne	0.0	0.0	Nm
zélandais	zélandaise	0.0	0.0	Nm
essarteur	essarteuse	0.0	0.0	Nm
terminaliste	terminaliste	1.0	0.0	Nm
rageux	rageuse	0.0	0.0	Nm
clunisien	clunisienne	0.0	0.0	Nm
pauliste	pauliste	1.0	0.0	Nm
fouacier	fouacière	0.0	0.0	Nm
sioniste	sioniste	1.0	0.0	Nm
péripatéticien	péripatéticienne	0.0	0.0	Nm
side-cariste	side-cariste	1.0	0.0	Nm
bourdonnier	bourdonnière	0.0	0.0	Nm
démoralisateur	démoralisatrice	0.0	0.0	Nm
huit-marsiste	huit-marsiste	1.0	0.0	Nm
albigeois	albigeoise	0.0	0.0	Nm
bouquinier	bouquinière	0.0	0.0	Nm
castanéiculteur	castanéicultrice	0.0	0.0	Nm
chaviste	chaviste	1.0	0.0	Nm
attractionniste	attractionniste	1.0	0.0	Nm
néokantien	néo-kantienne;néokantienne	0.0	0.0	Nm
raniculteur	ranicultrice	0.0	0.0	Nm
cétologiste	cétologiste	1.0	0.0	Nm
micro-travailleur	micro-travailleuse	0.0	0.0	Nm
dynamicien	dynamicienne	0.0	0.0	Nm
lavandier	lavandière	0.0	0.0	Nm
chagrinier	chagrinière	0.0	0.0	Nm
malebranchiste	malebranchiste	1.0	0.0	Nm
castard	castarde	0.0	0.0	Nm
guyanais	guyanaise	0.0	0.0	Nm
capverdien	capverdienne	0.0	0.0	Nm
exigeur	exigeur	1.0	0.0	Nm
hervien	hervienne	0.0	0.0	Nm
poltron	poltronne	0.0	0.0	Nm
tubiste	tubiste	1.0	0.0	Nm
néphaliste	néphaliste	1.0	0.0	Nm
partouzeur	partouzeuse	0.0	0.0	Nm
pancaliste	pancaliste	1.0	0.0	Nm
proscripteur	proscriptrice	0.0	0.0	Nm
cyclonomiste	cyclonomiste	1.0	0.0	Nm
charadiste	charadiste	1.0	0.0	Nm
américanisant	américanisante	0.0	0.0	Nm
anatomopathologiste	anatomopathologiste	1.0	0.0	Nm
immigrant	immigrante	0.0	0.0	Nm
citationniste	citationniste	1.0	0.0	Nm
colossien	colossienne	0.0	0.0	Nm
optimiseur	optimiseuse	0.0	0.0	Nm
paganiste	paganiste	1.0	0.0	Nm
ulmiste	ulmiste	1.0	0.0	Nm
mélanésien	mélanésienne	0.0	0.0	Nm
escrologiste	escrologiste	1.0	0.0	Nm
étincelleur	étincelleuse	0.0	0.0	Nm
genevois	genevoise	0.0	0.0	Nm
disetteux	disetteuse	0.0	0.0	Nm
validateur	validatrice	0.0	0.0	Nm
primodélinquant	primodélinquante	0.0	0.0	Nm
important	importante	0.0	0.0	Nm
écornifleux	écornifleuse	0.0	0.0	Nm
granitier	granitière	0.0	0.0	Nm
rectificateur	rectificatrice	0.0	0.0	Nm
interpositeur	interpositeuse	0.0	0.0	Nm
amuseur	amuseuse	0.0	0.0	Nm
thésaurisateur	thésaurisatrice	0.0	0.0	Nm
hétérosexiste	hétérosexiste	1.0	0.0	Nm
neurolinguiste	neurolinguiste	1.0	0.0	Nm
souchien	souchienne	0.0	0.0	Nm
vandaliste	vandaliste	1.0	0.0	Nm
homousien	homousienne	0.0	0.0	Nm
anversois	anversoise	0.0	0.0	Nm
apostilleur	apostilleuse	0.0	0.0	Nm
utraquiste	utraquiste	1.0	0.0	Nm
proudhonien	proudhonienne	0.0	0.0	Nm
proportionnaliste	proportionnaliste	1.0	0.0	Nm
berbérisant	berbérisante	0.0	0.0	Nm
érémiste	érémiste	1.0	0.0	Nm
réorganisateur	réorganisatrice	0.0	0.0	Nm
franco-algérien	franco-algérienne	0.0	0.0	Nm
écaillon	écaillonne	0.0	0.0	Nm
cervoliste	cervoliste	1.0	0.0	Nm
légaliste	légaliste	1.0	0.0	Nm
subjugueur	subjugueuse	0.0	0.0	Nm
tandemiste	tandemiste	1.0	0.0	Nm
noircisseur	noircisseuse	0.0	0.0	Nm
sandiniste	sandiniste	1.0	0.0	Nm
basse-lissier	basse-lissière	0.0	0.0	Nm
échardonneur	échardonneuse	0.0	0.0	Nm
vermicellier	vermicellière	0.0	0.0	Nm
doloriste	doloriste	1.0	0.0	Nm
emphysémateux	emphysémateuse	0.0	0.0	Nm
deutéragoniste	deutéragoniste	1.0	0.0	Nm
fayencier	fayencière	0.0	0.0	Nm
vitupérateur	vitupératrice	0.0	0.0	Nm
péninsulaire	péninsulaire	1.0	0.0	Nm
découenneur	découenneuse	0.0	0.0	Nm
résignataire	résignataire	1.0	0.0	Nm
hacheur	hacheuse	0.0	0.0	Nm
sulpicien	sulpicienne	0.0	0.0	Nm
grognon	grognonne	0.0	0.0	Nm
localiste	localiste	1.0	0.0	Nm
dépressif	dépressive	0.0	0.0	Nm
sauveur	sauveuse	0.0	0.0	Nm
loubard	loubarde	0.0	0.0	Nm
schtroumpfiste	schtroumpfiste	1.0	0.0	Nm
couche-tard	couche-tard	1.0	0.0	Nm
sandaliste	sandaliste	1.0	0.0	Nm
ludographe	ludographe	1.0	0.0	Nm
guesdiste	guesdiste	1.0	0.0	Nm
promulgateur	promulgatrice	0.0	0.0	Nm
bambochard	bambocharde	0.0	0.0	Nm
lorrain	lorraine	0.0	0.0	Nm
disserteur	disserteuse	0.0	0.0	Nm
camorriste	camorriste	1.0	0.0	Nm
